#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520426784757972808,0.6829876991,0.0662394487,1.0028781845,-0.0476559100,-0.0354721248,0.0583372105,0.9965276777
1520426784766306808,0.6866602084,0.0656386339,0.9980698115,-0.0496591828,-0.0372394995,0.0607025426,0.9962240644
1520426784774639808,0.6898262473,0.0651716406,0.9936281864,-0.0484448404,-0.0367024978,0.0609595107,0.9962880919
1520426784782972808,0.6933168979,0.0646067442,0.9892612949,-0.0493326977,-0.0367459501,0.0621640582,0.9961684847
1520426784791305808,0.6970084653,0.0641353117,0.9848879031,-0.0518506595,-0.0380880945,0.0640479505,0.9958708080
1520426784799639808,0.7006085425,0.0636699574,0.9807393723,-0.0522573457,-0.0379095876,0.0653400128,0.9957724216
1520426784807972808,0.7042034407,0.0631842072,0.9767209575,-0.0526456416,-0.0378340819,0.0671181480,0.9956365667
1520426784816306808,0.7076618715,0.0625473721,0.9728861875,-0.0521446562,-0.0368360474,0.0683217324,0.9956184919
1520426784824639808,0.7114704683,0.0617099380,0.9689810619,-0.0535811120,-0.0377301171,0.0719189273,0.9952553294
1520426784832972808,0.7153227386,0.0612908958,0.9657653328,-0.0547138556,-0.0377635558,0.0735451550,0.9950735742
1520426784841306808,0.7189917434,0.0609437950,0.9626435487,-0.0553724531,-0.0379390173,0.0747992808,0.9949369779
1520426784849639808,0.7226730904,0.0603907351,0.9597198973,-0.0571508461,-0.0392957708,0.0777001066,0.9945613690
1520426784857972808,0.7265020701,0.0603669491,0.9570417101,-0.0573506574,-0.0380942818,0.0768589317,0.9946619689
1520426784866305808,0.7303517485,0.0599405103,0.9546124587,-0.0583956361,-0.0389864379,0.0807732328,0.9942563514
1520426784874639808,0.7340951144,0.0598931549,0.9523766687,-0.0600331196,-0.0394633331,0.0817520358,0.9940599954
1520426784882972808,0.7379770098,0.0592786131,0.9503883566,-0.0617356506,-0.0404824295,0.0860521684,0.9935516628
1520426784891306808,0.7416918087,0.0596917446,0.9487910165,-0.0631806761,-0.0405265433,0.0856740284,0.9934917022
1520426784899639808,0.7455128964,0.0593099811,0.9471998638,-0.0643894378,-0.0412891164,0.0899722850,0.9930026169
1520426784907972808,0.7491904395,0.0597848350,0.9460120170,-0.0657979475,-0.0411554386,0.0907691517,0.9928433014
1520426784916305808,0.7529758357,0.0599269626,0.9452088108,-0.0669959099,-0.0407478903,0.0933562568,0.9925400580
1520426784924639808,0.7567266572,0.0603211641,0.9444302445,-0.0677836834,-0.0417431501,0.0948804169,0.9923006541
1520426784932972808,0.7604621762,0.0609546376,0.9440486444,-0.0688284692,-0.0416986467,0.0958760697,0.9921348920
1520426784941306808,0.7639648265,0.0616936372,0.9437058083,-0.0693903777,-0.0412491766,0.0974220264,0.9919639256
1520426784949639808,0.7676161263,0.0625995254,0.9437509719,-0.0700702978,-0.0414841000,0.0990150193,0.9917485814
1520426784957972808,0.7714082641,0.0634191237,0.9441342007,-0.0702720371,-0.0417180289,0.1007948074,0.9915451849
1520426784966306808,0.7749121795,0.0650308722,0.9448315508,-0.0703823265,-0.0415587928,0.0998909966,0.9916355095
1520426784974639808,0.7784760493,0.0664011068,0.9455818840,-0.0703140035,-0.0421956456,0.1005020173,0.9915517197
1520426784982972808,0.7820499706,0.0677044452,0.9467233272,-0.0700713683,-0.0426989497,0.1021212337,0.9913818924
1520426784991305808,0.7853146703,0.0698598758,0.9481032491,-0.0691454277,-0.0418886905,0.1003021872,0.9916671411
1520426784999639808,0.7887043062,0.0717401204,0.9495866738,-0.0686297309,-0.0422726616,0.1002906374,0.9916878391
1520426785007972808,0.7919351156,0.0739488130,0.9513577681,-0.0672637625,-0.0420845290,0.0996758394,0.9918514030
1520426785016306808,0.7951830765,0.0763278826,0.9533610734,-0.0659460779,-0.0418586939,0.0984275037,0.9920740855
1520426785024639808,0.7985698282,0.0784817873,0.9556759100,-0.0653687264,-0.0427637734,0.1008361967,0.9918317653
1520426785032972808,0.8017989751,0.0814245641,0.9582786546,-0.0636715453,-0.0435622787,0.0986264210,0.9921295738
1520426785041305808,0.8049002389,0.0842755883,0.9609866040,-0.0625919203,-0.0434981147,0.0965555170,0.9924047550
1520426785049639808,0.8079593909,0.0872994530,0.9639654775,-0.0610628764,-0.0431310689,0.0946843058,0.9926962870
1520426785057972808,0.8109916329,0.0904165329,0.9672620609,-0.0592535329,-0.0429766229,0.0924495987,0.9930232124
1520426785066306808,0.8140457796,0.0937426142,0.9706855943,-0.0575720716,-0.0428926166,0.0894507243,0.9934003463
1520426785074639808,0.8169814325,0.0970892335,0.9743645378,-0.0560356563,-0.0425385588,0.0865658050,0.9937589434
1520426785082972808,0.8198389976,0.1008215430,0.9785108896,-0.0537403862,-0.0413740935,0.0823687933,0.9942914750
1520426785091306808,0.8228426404,0.1042576743,0.9826613450,-0.0528420023,-0.0412982348,0.0791063201,0.9946076456
1520426785099639808,0.8256964140,0.1080067035,0.9872746238,-0.0509956833,-0.0408298486,0.0747944490,0.9950568598
1520426785107972808,0.8284772175,0.1119595682,0.9921343247,-0.0485094623,-0.0399243017,0.0699372146,0.9955710262
1520426785116305808,0.8311938521,0.1157887999,0.9971988996,-0.0472510410,-0.0391197793,0.0653124834,0.9959775407
1520426785124639808,0.8339336512,0.1197376367,1.0024732755,-0.0453537533,-0.0388456372,0.0600977214,0.9964046956
1520426785132972808,0.8366859075,0.1237409113,1.0079408839,-0.0431344104,-0.0385138040,0.0550932728,0.9968053174
1520426785141306808,0.8393626547,0.1276574459,1.0137816862,-0.0418871912,-0.0380125901,0.0500271213,0.9971448206
1520426785149639808,0.8418908500,0.1315373484,1.0196052760,-0.0398798129,-0.0366541153,0.0453980438,0.9974994205
1520426785157972808,0.8444554124,0.1354461687,1.0258523994,-0.0386752676,-0.0363576952,0.0399166302,0.9977920647
1520426785166305808,0.8470096581,0.1394476213,1.0322674362,-0.0369225478,-0.0358448346,0.0342662933,0.9980870175
1520426785174639808,0.8495444204,0.1434737968,1.0389128854,-0.0351347693,-0.0356125324,0.0279297005,0.9983572644
1520426785182972808,0.8520103453,0.1473512653,1.0456936830,-0.0336571704,-0.0356243294,0.0219903076,0.9985562220
1520426785191306808,0.8544924174,0.1513383076,1.0527163148,-0.0317282327,-0.0351427059,0.0158354370,0.9987529967
1520426785199639808,0.8569937202,0.1551989051,1.0600332269,-0.0305335756,-0.0353425050,0.0100664849,0.9988579849
1520426785207972808,0.8594827216,0.1590912181,1.0674085838,-0.0281830775,-0.0355314188,0.0041301987,0.9989625488
1520426785216306808,0.8619431144,0.1629066437,1.0750660830,-0.0270099690,-0.0364681154,-0.0000428883,0.9989697374
1520426785224639808,0.8641685691,0.1667813587,1.0826457612,-0.0247130095,-0.0362260175,-0.0069744646,0.9990136634
1520426785232972808,0.8665108156,0.1704561131,1.0905303224,-0.0224298596,-0.0360635524,-0.0134588518,0.9990070975
1520426785241305808,0.8688016883,0.1740716763,1.0984808644,-0.0204785470,-0.0364069713,-0.0190132643,0.9989462735
1520426785249639808,0.8710442222,0.1776371037,1.1065665958,-0.0182609483,-0.0365018811,-0.0246459251,0.9988627177
1520426785257972808,0.8732158230,0.1811227317,1.1147540406,-0.0164142317,-0.0366810029,-0.0295417232,0.9987554073
1520426785266306808,0.8758380357,0.1840135170,1.1229278701,-0.0147153817,-0.0385626054,-0.0318187097,0.9986410530
1520426785274639808,0.8779859446,0.1875142561,1.1312732344,-0.0129052452,-0.0392112386,-0.0377831441,0.9984329559
1520426785282972808,0.8802490782,0.1905218601,1.1397942190,-0.0104182344,-0.0400083693,-0.0415161251,0.9982821255
1520426785291305808,0.8821844277,0.1938322352,1.1484292221,-0.0091903237,-0.0399240167,-0.0468824771,0.9980599402
1520426785299639808,0.8844200838,0.1970420325,1.1574005364,-0.0081947540,-0.0408821022,-0.0514579772,0.9978043778
1520426785307972808,0.8861303251,0.1999301797,1.1661222179,-0.0054185410,-0.0390472085,-0.0556401173,0.9976723572
1520426785316306808,0.8882854104,0.2025646467,1.1751047198,-0.0045714798,-0.0392976851,-0.0588000181,0.9974855144
1520426785324639808,0.8902152477,0.2051990140,1.1842151103,-0.0029349838,-0.0390637297,-0.0624629857,0.9972781890
1520426785332972808,0.8920925407,0.2077529930,1.1934848713,-0.0013211062,-0.0386441490,-0.0665605809,0.9970328849
1520426785341306808,0.8939163940,0.2101956104,1.2028769161,0.0004674534,-0.0381089882,-0.0704084322,0.9967899173
1520426785349639808,0.8956658409,0.2124719239,1.2125278318,0.0023249859,-0.0365504289,-0.0742929909,0.9965637020
1520426785357972808,0.8973722219,0.2147978983,1.2220885661,0.0039127479,-0.0363493099,-0.0787175601,0.9962263617
1520426785366305808,0.8989570360,0.2166391659,1.2318882715,0.0055500000,-0.0340494284,-0.0815437673,0.9960725114
1520426785374639808,0.9005473075,0.2185546522,1.2414605797,0.0075897053,-0.0342262484,-0.0851237125,0.9957534403
1520426785382972808,0.9020870775,0.2201821536,1.2514870086,0.0084158963,-0.0319039424,-0.0889974947,0.9954851868
1520426785391306808,0.9034515475,0.2217222418,1.2612792031,0.0098351885,-0.0314776846,-0.0923271443,0.9951824571
1520426785399639808,0.9047157081,0.2231648357,1.2711684006,0.0107417718,-0.0297343955,-0.0954454193,0.9949324861
1520426785407972808,0.9060295193,0.2243544258,1.2811611178,0.0122579188,-0.0280487220,-0.0989741083,0.9946190922
1520426785416305808,0.9071785763,0.2254602138,1.2911610360,0.0131695352,-0.0261302784,-0.1017241176,0.9943822081
1520426785424639808,0.9083810538,0.2264271310,1.3012326943,0.0145608099,-0.0242047908,-0.1051923979,0.9940506377
1520426785432972808,0.9093419616,0.2273933595,1.3115331942,0.0156423253,-0.0205910832,-0.1091339027,0.9936906542
1520426785441306808,0.9102400707,0.2282921263,1.3213598787,0.0169627468,-0.0194624861,-0.1128232008,0.9932796193
1520426785449639808,0.9110350116,0.2289459402,1.3313660889,0.0177736936,-0.0170564830,-0.1156368299,0.9929860501
1520426785457972808,0.9118163055,0.2295902046,1.3413944115,0.0188626624,-0.0146200647,-0.1195943438,0.9925359674
1520426785466306808,0.9125636202,0.2297679047,1.3513855973,0.0189684497,-0.0120208145,-0.1212127764,0.9923724909
1520426785474639808,0.9132095251,0.2301510011,1.3611228027,0.0194604501,-0.0109714243,-0.1236717375,0.9920716809
1520426785482972808,0.9138458957,0.2303829491,1.3709107636,0.0205060938,-0.0096637167,-0.1264550759,0.9917132784
1520426785491305808,0.9143440172,0.2305229367,1.3806493331,0.0210251647,-0.0080621854,-0.1288498955,0.9914084164
1520426785499639808,0.9148341812,0.2305931268,1.3903166551,0.0219750757,-0.0069370895,-0.1318678333,0.9909994184
1520426785507972808,0.9152795833,0.2306570150,1.3999255090,0.0228040422,-0.0056117391,-0.1351085354,0.9905524558
1520426785516306808,0.9156998697,0.2306161481,1.4096392496,0.0246562162,-0.0033097166,-0.1394376080,0.9899183149
1520426785524639808,0.9161587106,0.2302078612,1.4188315478,0.0252773672,-0.0036502760,-0.1408048910,0.9897078927
1520426785532972808,0.9165272072,0.2299225842,1.4283751936,0.0270332165,-0.0011302460,-0.1449380648,0.9890707180
1520426785541305808,0.9169444746,0.2292712521,1.4374068417,0.0278983581,-0.0014410344,-0.1467248685,0.9887827962
1520426785549639808,0.9173195482,0.2288023613,1.4466530665,0.0304406878,-0.0002649782,-0.1512743186,0.9880229627
1520426785557972808,0.9175636922,0.2278733397,1.4556537897,0.0309928543,0.0009381943,-0.1528364601,0.9877649413
1520426785566306808,0.9179981846,0.2271529789,1.4647311438,0.0336585953,0.0020407261,-0.1575903072,0.9869286851
1520426785574639808,0.9182883707,0.2262561278,1.4738318357,0.0350203114,0.0047653363,-0.1607644473,0.9863598034
1520426785582972808,0.9187162962,0.2250062242,1.4824191320,0.0368365287,0.0045196338,-0.1628669001,0.9859498040
1520426785591306808,0.9189357341,0.2239839639,1.4912991612,0.0386556484,0.0074982005,-0.1664911632,0.9852564186
1520426785599639808,0.9194219417,0.2228238124,1.4998866346,0.0410956598,0.0075911674,-0.1703806610,0.9844917223
1520426785607972808,0.9196334048,0.2217901091,1.5083892492,0.0432855154,0.0092187941,-0.1739885889,0.9837526869
1520426785616305808,0.9200788927,0.2205748509,1.5168563773,0.0459070088,0.0105474060,-0.1771897354,0.9830488779
1520426785624639808,0.9204967624,0.2194203350,1.5251983789,0.0485348489,0.0120299151,-0.1803846357,0.9823243012
1520426785632972808,0.9210349607,0.2180211031,1.5333845042,0.0511262728,0.0130639482,-0.1829260081,0.9817094851
1520426785641306808,0.9213620362,0.2169604138,1.5417288680,0.0544388817,0.0147834024,-0.1870638911,0.9807267508
1520426785649639808,0.9218425941,0.2156096681,1.5496886956,0.0566427379,0.0156713894,-0.1886580595,0.9802826860
1520426785657972808,0.9225256587,0.2142174625,1.5573918690,0.0598040023,0.0164676217,-0.1899686703,0.9798286600
1520426785666305808,0.9229565970,0.2130046059,1.5652436376,0.0628521781,0.0169769340,-0.1938404597,0.9788704018
1520426785674639808,0.9234228379,0.2115299920,1.5730443201,0.0650603987,0.0189938892,-0.1949627000,0.9784661069
1520426785682972808,0.9238601373,0.2098838478,1.5804596441,0.0669804088,0.0191409943,-0.1956997250,0.9781865184
1520426785691306808,0.9241858052,0.2084221340,1.5884163931,0.0694817835,0.0223910995,-0.1989417751,0.9772886424
1520426785699639808,0.9245872057,0.2066363464,1.5956783326,0.0710135703,0.0227337033,-0.2000720760,0.9769398221
1520426785707972808,0.9248894974,0.2048909582,1.6031188809,0.0727759092,0.0254312686,-0.2020350207,0.9763394738
1520426785716306808,0.9253303216,0.2031658881,1.6104913289,0.0746840199,0.0270031666,-0.2050834620,0.9755172473
1520426785724639808,0.9257267299,0.2012316603,1.6176455167,0.0754090576,0.0291167902,-0.2060696527,0.9751927937
1520426785732972808,0.9260416325,0.1992462799,1.6247320598,0.0758382142,0.0311815931,-0.2074747160,0.9747976794
1520426785741305808,0.9261280083,0.1970715180,1.6316571043,0.0757876082,0.0329623002,-0.2083124780,0.9745643318
1520426785749639808,0.9263892801,0.1950180930,1.6385281214,0.0761418106,0.0346031201,-0.2099382792,0.9741308781
1520426785757972808,0.9265328051,0.1929593018,1.6453445623,0.0766205789,0.0371121875,-0.2110216202,0.9737668346
1520426785766306808,0.9268750766,0.1908346789,1.6518200208,0.0764376779,0.0378712168,-0.2121354530,0.9735099393
1520426785774639808,0.9268601680,0.1887497480,1.6583289550,0.0760541203,0.0395113221,-0.2136722459,0.9731386322
1520426785782972808,0.9268763491,0.1864600723,1.6646160447,0.0753414916,0.0403515987,-0.2141154634,0.9730621647
1520426785791305808,0.9269578114,0.1843618385,1.6708581100,0.0753660883,0.0418441941,-0.2147628978,0.9728545183
1520426785799639808,0.9270561458,0.1822581576,1.6768764796,0.0750355722,0.0419273782,-0.2162407504,0.9725490711
1520426785807972808,0.9272405513,0.1801427717,1.6826547099,0.0743632309,0.0424707053,-0.2156131969,0.9727164532
1520426785816306808,0.9273742408,0.1779876435,1.6883194207,0.0740086574,0.0421968180,-0.2151576093,0.9728562845
1520426785824639808,0.9272303940,0.1758255014,1.6938954192,0.0731773590,0.0421162566,-0.2155944867,0.9728259414
1520426785832972808,0.9272371148,0.1738387462,1.6993972373,0.0732053052,0.0420804877,-0.2165054026,0.9726230650
1520426785841306808,0.9274160411,0.1717684807,1.7045125422,0.0726910508,0.0418601967,-0.2150956211,0.9729838687
1520426785849639808,0.9272431014,0.1696600298,1.7097419832,0.0719240648,0.0424133263,-0.2152030693,0.9729931539
1520426785857972808,0.9273765134,0.1677134652,1.7145960483,0.0719972986,0.0420331121,-0.2150058950,0.9730478260
1520426785866305808,0.9273352067,0.1657349628,1.7194434584,0.0716022995,0.0422756776,-0.2148385527,0.9731034241
1520426785874639808,0.9272480477,0.1639412224,1.7241407237,0.0713236958,0.0426459515,-0.2152920744,0.9730074902
1520426785882972808,0.9272730438,0.1618291275,1.7285071625,0.0705296049,0.0419447595,-0.2142257965,0.9733311462
1520426785891306808,0.9271980237,0.1600445262,1.7328598507,0.0702784664,0.0420786048,-0.2140716317,0.9733774523
1520426785899639808,0.9271930416,0.1583369277,1.7369749791,0.0703371611,0.0418296314,-0.2138274359,0.9734376166
1520426785907972808,0.9269972964,0.1567241817,1.7411165696,0.0703728295,0.0424006267,-0.2147445271,0.9732084257
1520426785916305808,0.9268425819,0.1551087930,1.7448244059,0.0700313297,0.0416334676,-0.2144311707,0.9733352661
1520426785924639808,0.9266628556,0.1536046706,1.7485014239,0.0701598412,0.0419257852,-0.2141526811,0.9733747759
1520426785932972808,0.9265787566,0.1518130967,1.7522142461,0.0689674353,0.0430604946,-0.2138993448,0.9734661560
1520426785941306808,0.9263148879,0.1503697798,1.7553783614,0.0685088842,0.0419745525,-0.2137262075,0.9735839861
1520426785949639808,0.9258364877,0.1491013293,1.7586572496,0.0690100355,0.0433154322,-0.2145698881,0.9733042440
1520426785957972808,0.9255259212,0.1474908613,1.7616317330,0.0679619210,0.0443421526,-0.2140326118,0.9734500459
1520426785966306808,0.9250728435,0.1461164240,1.7644214349,0.0675192298,0.0451090831,-0.2143021888,0.9733863036
1520426785974639808,0.9245385216,0.1447141186,1.7669971949,0.0667319385,0.0458575657,-0.2144304868,0.9733773669
1520426785982972808,0.9238974100,0.1433935165,1.7693886413,0.0662043508,0.0465677895,-0.2150311734,0.9732471523
1520426785991305808,0.9231219821,0.1421297562,1.7714886103,0.0653396865,0.0463045255,-0.2159149021,0.9731224853
1520426785999639808,0.9224151622,0.1407783727,1.7735475114,0.0645820842,0.0479027354,-0.2158972240,0.9730996203
1520426786007972808,0.9216251834,0.1395732629,1.7752233642,0.0637159347,0.0482260679,-0.2161468269,0.9730853381
1520426786016306808,0.9207554784,0.1383987880,1.7766511865,0.0630087953,0.0480257279,-0.2166924594,0.9730199377
1520426786024639808,0.9198980281,0.1372499841,1.7779909750,0.0622678759,0.0492663989,-0.2170180488,0.9729330399
1520426786032972808,0.9187207076,0.1360087937,1.7790794059,0.0607303736,0.0496327000,-0.2178968310,0.9728151869
1520426786041305808,0.9177267553,0.1349159210,1.7798723291,0.0600089214,0.0499248085,-0.2182948658,0.9727557733
1520426786049639808,0.9165970437,0.1338814683,1.7804253313,0.0590974682,0.0502100725,-0.2188387504,0.9726746831
1520426786057972808,0.9154283529,0.1328966332,1.7806767434,0.0581775760,0.0502646480,-0.2191440316,0.9726585877
1520426786066306808,0.9141977360,0.1319651083,1.7806386152,0.0573164829,0.0505046107,-0.2194072052,0.9726379508
1520426786074639808,0.9129658109,0.1311076158,1.7803975110,0.0564821018,0.0501244928,-0.2197216099,0.9726354515
1520426786082972808,0.9116483808,0.1302561393,1.7798567118,0.0557391009,0.0499338415,-0.2197401765,0.9726839255
1520426786091306808,0.9103458982,0.1297218856,1.7790589016,0.0552711863,0.0498245547,-0.2201823663,0.9726162323
1520426786099639808,0.9088023207,0.1289800349,1.7779097132,0.0540492034,0.0490775479,-0.2196660668,0.9728396050
1520426786107972808,0.9074632038,0.1284711574,1.7764939087,0.0535257988,0.0490108164,-0.2189566635,0.9730318126
1520426786116305808,0.9057103338,0.1279954997,1.7750059608,0.0520654532,0.0488142157,-0.2194692463,0.9730054526
1520426786124639808,0.9042012276,0.1276807548,1.7729932989,0.0513385802,0.0483389911,-0.2181103082,0.9733733023
1520426786132972808,0.9023682321,0.1273285369,1.7707985644,0.0499253586,0.0476454925,-0.2172700485,0.9736688819
1520426786141306808,0.9005594503,0.1271907874,1.7683359366,0.0487880580,0.0470115263,-0.2163988476,0.9739513235
1520426786149639808,0.8987478927,0.1271639698,1.7655681689,0.0478752106,0.0471083432,-0.2146032485,0.9743891491
1520426786157972808,0.8968178486,0.1271782346,1.7625856065,0.0470579844,0.0465915858,-0.2137846147,0.9746337306
1520426786166305808,0.8946459826,0.1271611628,1.7591865037,0.0449978428,0.0455246194,-0.2112406240,0.9753358919
1520426786174639808,0.8927268293,0.1274922994,1.7555632080,0.0442874827,0.0449660491,-0.2090652306,0.9758629016
1520426786182972808,0.8905262254,0.1278178840,1.7516642804,0.0429756748,0.0440474788,-0.2068330220,0.9764389443
1520426786191306808,0.8882597529,0.1281757010,1.7474832130,0.0417775374,0.0430620759,-0.2042722344,0.9770737686
1520426786199639808,0.8858332105,0.1286116566,1.7429752591,0.0403345515,0.0421800275,-0.2013256262,0.9777842101
1520426786207972808,0.8833975834,0.1291574095,1.7383228921,0.0391329706,0.0410188547,-0.1984243745,0.9784752586
1520426786216306808,0.8808695057,0.1297071581,1.7333742355,0.0379103300,0.0398461104,-0.1951546696,0.9792291608
1520426786224639808,0.8782910030,0.1303973531,1.7282588864,0.0368048854,0.0385482103,-0.1918826280,0.9799696388
1520426786232972808,0.8756605250,0.1311466137,1.7229088409,0.0356159942,0.0369486983,-0.1884792319,0.9807353740
1520426786241305808,0.8726863918,0.1318223903,1.7173643786,0.0339118018,0.0354356523,-0.1848640615,0.9815393945
1520426786249639808,0.8701197336,0.1328087622,1.7115455169,0.0333884341,0.0340114187,-0.1808220576,0.9823603307
1520426786257972808,0.8669557913,0.1335261371,1.7057259570,0.0315059594,0.0329646574,-0.1772549783,0.9831080198
1520426786266306808,0.8639777223,0.1344806519,1.6995172411,0.0304348003,0.0312765233,-0.1728400469,0.9839826321
1520426786274639808,0.8607787364,0.1355073986,1.6934247105,0.0293246166,0.0307348999,-0.1705307283,0.9844362364
1520426786282972808,0.8575793833,0.1362486284,1.6868407478,0.0271965047,0.0297323742,-0.1650639128,0.9854594059
1520426786291305808,0.8543270961,0.1369211074,1.6799779232,0.0255230037,0.0280338425,-0.1595220131,0.9864661207
1520426786299639808,0.8506994930,0.1380108438,1.6735188908,0.0241306976,0.0287864287,-0.1573426910,0.9868294323
1520426786307972808,0.8470597720,0.1385455786,1.6663073617,0.0212461519,0.0278419949,-0.1510805174,0.9879008562
1520426786316306808,0.8432209128,0.1393443157,1.6592494426,0.0193121528,0.0278571291,-0.1462550275,0.9886660144
1520426786324639808,0.8393607300,0.1399461121,1.6521127194,0.0171793733,0.0282494605,-0.1412661318,0.9894193838
1520426786332972808,0.8353439947,0.1407167026,1.6448761828,0.0157415967,0.0281715388,-0.1368159872,0.9900706804
1520426786341306808,0.8312895500,0.1412966598,1.6373365755,0.0139052404,0.0273360915,-0.1320621978,0.9907668537
1520426786349639808,0.8271303807,0.1418159652,1.6298480024,0.0122481672,0.0278326411,-0.1269206620,0.9914466562
1520426786357972808,0.8229244434,0.1424136575,1.6221797145,0.0118849717,0.0267204137,-0.1224913034,0.9920386321
1520426786366305808,0.8187249479,0.1427546209,1.6143618698,0.0107204770,0.0259446958,-0.1168630512,0.9927512132
1520426786374639808,0.8143601133,0.1430411299,1.6065265650,0.0091283262,0.0255395033,-0.1119684560,0.9933415688
1520426786382972808,0.8099400530,0.1432822208,1.5986474799,0.0081254737,0.0247006287,-0.1067397392,0.9939469220
1520426786391306808,0.8055045049,0.1434343718,1.5906675165,0.0071936486,0.0243039135,-0.1023082074,0.9944297873
1520426786399639808,0.8008804791,0.1434262725,1.5825344448,0.0056600260,0.0229128424,-0.0972264459,0.9949824038
1520426786407972808,0.7962792422,0.1434086520,1.5743651285,0.0052313680,0.0216601070,-0.0922059811,0.9954905974
1520426786416305808,0.7915407335,0.1431975624,1.5662777666,0.0040960244,0.0209375738,-0.0875998747,0.9959272577
1520426786424639808,0.7868612896,0.1429823352,1.5580472785,0.0041378363,0.0194037512,-0.0823786495,0.9964035984
1520426786432972808,0.7820670488,0.1426453976,1.5499569115,0.0038361770,0.0188599570,-0.0783642947,0.9967389945
1520426786441306808,0.7771744148,0.1422864295,1.5415993800,0.0040392836,0.0175001037,-0.0740579087,0.9970922007
1520426786449639808,0.7722847654,0.1418064397,1.5333230034,0.0039872685,0.0165300090,-0.0699279584,0.9974071090
1520426786457972808,0.7673833602,0.1409302501,1.5249694581,0.0037536879,0.0152744491,-0.0641553328,0.9978159621
1520426786466306808,0.7622324543,0.1403550192,1.5168198818,0.0036483407,0.0148153365,-0.0609143280,0.9980263724
1520426786474639808,0.7571504348,0.1394554927,1.5085239229,0.0038200017,0.0134658504,-0.0563977806,0.9983102568
1520426786482972808,0.7518854935,0.1385744265,1.5003537819,0.0032352713,0.0131044848,-0.0524662122,0.9985314728
1520426786491305808,0.7466476770,0.1375289884,1.4920326677,0.0027757253,0.0119094307,-0.0483176476,0.9987571605
1520426786499639808,0.7413459541,0.1363293266,1.4838022267,0.0023989004,0.0111660543,-0.0443606245,0.9989502988
1520426786507972808,0.7360009945,0.1350042052,1.4755490375,0.0014953637,0.0110949573,-0.0402713983,0.9991260583
1520426786516306808,0.7305449804,0.1337076355,1.4673447163,0.0010665867,0.0107233281,-0.0369622215,0.9992585585
1520426786524639808,0.7250750178,0.1320915737,1.4589756760,0.0002731520,0.0099582845,-0.0323600878,0.9994266270
1520426786532972808,0.7196293486,0.1304743954,1.4507563050,-0.0002764115,0.0092687506,-0.0286812352,0.9995455971
1520426786541305808,0.7141616816,0.1289017069,1.4425214264,-0.0004519059,0.0086858231,-0.0252388078,0.9996436139
1520426786549639808,0.7086965826,0.1271248108,1.4342098695,-0.0006904684,0.0080621003,-0.0210882916,0.9997448723
1520426786557972808,0.7032001927,0.1252848631,1.4260828042,-0.0013515252,0.0079262669,-0.0176111210,0.9998125805
1520426786566306808,0.6976578602,0.1233277552,1.4177706708,-0.0022082412,0.0071054490,-0.0133854255,0.9998827264
1520426786574639808,0.6920835222,0.1213901174,1.4096591130,-0.0029258036,0.0068376759,-0.0097811872,0.9999245043
1520426786582972808,0.6863993745,0.1191810759,1.4015430033,-0.0042858851,0.0067238301,-0.0062938550,0.9999484030
1520426786591306808,0.6808342107,0.1169934264,1.3934763652,-0.0050690850,0.0067539371,-0.0025915978,0.9999609854
1520426786599639808,0.6752129328,0.1148020359,1.3855188785,-0.0057467140,0.0068256443,0.0004985525,0.9999600679
1520426786607972808,0.6695203917,0.1123811017,1.3776060548,-0.0070501404,0.0067885995,0.0041054746,0.9999436762
1520426786616305808,0.6637797520,0.1098620645,1.3698358774,-0.0082006298,0.0072904478,0.0069902001,0.9999153645
1520426786624639808,0.6580274874,0.1073386642,1.3619574135,-0.0093368464,0.0069938211,0.0102948045,0.9998789561
1520426786632972808,0.6523118087,0.1045765620,1.3543115411,-0.0106585044,0.0070038434,0.0137262351,0.9998244511
1520426786641306808,0.6465752939,0.1018665470,1.3467391833,-0.0115109085,0.0070469473,0.0165141677,0.9997725350
1520426786649639808,0.6408715089,0.0991667959,1.3392828335,-0.0127482319,0.0069675685,0.0193913923,0.9997064116
1520426786657972808,0.6351516983,0.0962763965,1.3317909360,-0.0139218387,0.0072030825,0.0226189965,0.9996212678
1520426786666305808,0.6294120741,0.0933232920,1.3244875409,-0.0152903409,0.0072658897,0.0257175056,0.9995258987
1520426786674639808,0.6237881751,0.0903747508,1.3172685949,-0.0162720712,0.0075695598,0.0284414831,0.9994343418
1520426786682972808,0.6180912468,0.0872486737,1.3101385908,-0.0175651446,0.0079271639,0.0310513141,0.9993319977
1520426786691306808,0.6124628922,0.0842355628,1.3032212186,-0.0180630265,0.0086049194,0.0331255016,0.9992509112
1520426786699639808,0.6069312824,0.0811267021,1.2965241409,-0.0186334108,0.0090014596,0.0351169067,0.9991689410
1520426786707972808,0.6012968036,0.0778820673,1.2896991066,-0.0201500747,0.0095580521,0.0375669504,0.9990452154
1520426786716306808,0.5956620904,0.0747024081,1.2830892703,-0.0209763698,0.0104728290,0.0391545699,0.9989580729
1520426786724639808,0.5900069886,0.0714091958,1.2763652934,-0.0220838676,0.0114210835,0.0417683933,0.9988179328
1520426786732972808,0.5842899698,0.0681645002,1.2699934687,-0.0229221156,0.0129378641,0.0433823435,0.9987117505
